PO Number,Document Date,Posting Date,Material Code,Material Description,Short Text,Supplier Name,Order Quantity,Unit of Measure,Net Price,Currency,Subtotal Raw,FX Rate to INR,Total INR,Total In Crs,Material Group,Plant,Fiscal Year
PO-2025-450423,2025-09-15,2025-09-15,MAT-10103,Linear Low-Density Polyethylene (LLDPE) Film Grade,Linear Low-Density Polyethylene (LLDPE) Film Grade,3M Safety & Industrial PPE Ltd,49,MT,1438,USD,70462,85.5,6024501,0.6025,POLYMERS,1020,FY26
PO-2025-450424,2025-10-15,2025-10-15,MAT-10201,Hydrochloric Acid 33% Industrial Grade,Hydrochloric Acid 33% Industrial Grade,Dow Chemical Americas Inc,25,KL,173,USD,4325,85.5,369788,0.037,CHEMICAL,2000,FY26
PO-2025-450425,2025-11-15,2025-11-15,MAT-10202,Caustic Soda Lye 48% Bulk Solution,Caustic Soda Lye 48% Bulk Solution,Pidilite Industrial Adhesives Ltd,53,MT,384,INR,20352,1,20352,0.002,CHEMICAL,3000,FY26
PO-2025-450426,2025-12-15,2025-12-15,MAT-10203,Titanium Dioxide Rutile White Pigment,Titanium Dioxide Rutile White Pigment,BASF Speciality Chemicals SE,1400,KG,2200,EUR,3080000,92.4,284592000,28.4592,CHEMICAL,1000,FY26
PO-2026-450427,2026-01-15,2026-01-15,MAT-10204,Sulfuric Acid 98% Commercial Grade,Sulfuric Acid 98% Commercial Grade,UPL Agro & Bulk Chemical Corp,7,MT,88,INR,616,1,616,0.0001,CHEMICAL,1010,FY26
PO-2026-450428,2026-02-15,2026-02-15,MAT-10104,Polyvinyl Chloride (PVC) Suspension Resin,Polyvinyl Chloride (PVC) Suspension Resin,SABIC Petrochemical Middle East,9,MT,991,USD,8919,85.5,762575,0.0763,POLYMERS,1020,FY26
PO-2026-450429,2026-03-15,2026-03-15,MAT-10205,Industrial Synthetic Adhesives & Sealants,Industrial Synthetic Adhesives & Sealants,Borealis Chemical Supply GmbH,1550,KG,380,EUR,589000,92.4,54423600,5.4424,CHEMICAL,2000,FY26
PO-2023-450430,2023-01-15,2023-01-15,PKG-20101,5-Ply Corrugated Heavy Duty Shipping Boxes,5-Ply Corrugated Heavy Duty Shipping Boxes,Signode Industrial Packaging Ltd,3400,BOX,42,INR,142800,1,142800,0.0143,PACKAGING,3000,FY24
PO-2023-450431,2023-02-15,2023-02-15,PKG-20102,Printed Multi-Layer Flexible Packaging Laminates,Printed Multi-Layer Flexible Packaging Laminates,Huhtamaki Flexible Packaging Ltd,1650,KG,246,INR,405900,1,405900,0.0406,PACKAGING,1000,FY24
PO-2023-450432,2023-03-15,2023-03-15,PKG-20103,Mono Carton Packaging Printed Paperboard,Mono Carton Packaging Printed Paperboard,Essel Propack Laminated Tubes,3600,PCS,12,INR,43200,1,43200,0.0043,PACKAGING,1010,FY24
PO-2023-450433,2023-04-15,2023-04-15,PKG-20104,Automatic Stretch Film Wrapping Rolls 23 Microns,Automatic Stretch Film Wrapping Rolls 23 Microns,Amcor Packaging India Ltd,70,ROLL,185,INR,12950,1,12950,0.0013,PACKAGING,1020,FY24
PO-2023-450434,2023-05-15,2023-05-15,PKG-20105,Polypropylene Heavy Duty Strapping Bands,Polypropylene Heavy Duty Strapping Bands,TCPL Packaging Containers,75,ROLL,1015,INR,76125,1,76125,0.0076,PACKAGING,2000,FY24
PO-2023-450435,2023-06-15,2023-06-15,PKG-20106,Laminated Barrier Tubes for Specialty Liquids,Laminated Barrier Tubes for Specialty Liquids,Parksons Packaging Solutions,3900,PCS,20,INR,78000,1,78000,0.0078,PACKAGING,3000,FY24
PO-2023-450436,2023-07-15,2023-07-15,PKG-20107,HDPE Plastic Drums 200 Litres Capacity,HDPE Plastic Drums 200 Litres Capacity,Universal Corrugators Pvt Ltd,5,DRUM,1603,INR,8015,1,8015,0.0008,PACKAGING,1000,FY24
PO-2023-450437,2023-08-15,2023-08-15,FRT-30101,Road FTL 32-Foot Multi-Axle Container Trucking,Road FTL 32-Foot Multi-Axle Container Trucking,Blue Dart Express Domestic Freight,5,TRIP,70882,INR,354410,1,354410,0.0354,FREIGHT,1010,FY24
PO-2023-450438,2023-09-15,2023-09-15,FRT-30102,40ft High Cube Ocean Freight Container Shipping,40ft High Cube Ocean Freight Container Shipping,TCI Freight Transport Logistics,6,CONT,2788,INR,16728,1,16728,0.0017,FREIGHT,1020,FY24
PO-2023-450439,2023-10-15,2023-10-15,FRT-30103,Cold Chain Refrigerated Express Transport,Cold Chain Refrigerated Express Transport,DHL Global Freight Solutions,1,TRIP,99412,EUR,99412,92.4,9185669,0.9186,FREIGHT,2000,FY24
PO-2023-450440,2023-11-15,2023-11-15,FRT-30104,Warehouse 3PL Material Staging & Storage Services,Warehouse 3PL Material Staging & Storage Services,Maersk Line Logistics India,105,MONTH,314706,USD,33044130,85.5,2825273115,282.5273,FREIGHT,3000,FY24
PO-2023-450441,2023-12-15,2023-12-15,FRT-30105,Air Cargo Express Customs Cleared Freight,Air Cargo Express Customs Cleared Freight,3M Safety & Industrial PPE Ltd,150,KG,549,USD,82350,85.5,7040925,0.7041,FREIGHT,1000,FY24
PO-2024-450442,2024-01-15,2024-01-15,MRO-40101,Deep Groove Ball Bearings SKF Explorer Series,Deep Groove Ball Bearings SKF Explorer Series,SKF Bearing Technologies India,11,SET,6224,INR,68464,1,68464,0.0068,MRO,1010,FY25
PO-2024-450443,2024-02-15,2024-02-15,MRO-40102,Variable Frequency Drives (VFD) 45kW Inverter,Variable Frequency Drives (VFD) 45kW Inverter,Siemens Industrial Automation Ltd,20,UNIT,85000,EUR,1700000,92.4,157080000,15.708,MRO,1020,FY25
PO-2024-450444,2024-03-15,2024-03-15,MRO-40103,Centrifugal Slurry Pump Impeller Mechanical Seals,Centrifugal Slurry Pump Impeller Mechanical Seals,3M Safety & Industrial PPE Ltd,13,SET,12941,USD,168233,85.5,14383922,1.4384,MRO,2000,FY25
PO-2024-450445,2024-04-15,2024-04-15,MRO-40104,Industrial Synthetic Gear Oil ISO VG 220 Drum,Industrial Synthetic Gear Oil ISO VG 220 Drum,Schneider Electric Power Systems,2,DRUM,48176,INR,96352,1,96352,0.0096,MRO,3000,FY25
PO-2024-450446,2024-05-15,2024-05-15,MRO-40105,Pneumatic Actuator Solenoid Directional Valves,Pneumatic Actuator Solenoid Directional Valves,Atlas Copco Compressor India,5000,PCS,5735,INR,28675000,1,28675000,2.8675,MRO,1000,FY25
PO-2024-450447,2024-06-15,2024-06-15,PPE-50101,3M Industrial N95 Filtering Facepiece Respirators,3M Industrial N95 Filtering Facepiece Respirators,3M Safety & Industrial PPE Ltd,5100,BOX,57,USD,290700,85.5,24854850,2.4855,CONSUMABLES,1010,FY25
PO-2024-450448,2024-07-15,2024-07-15,PPE-50102,Heavy Duty Nitrile Chemical Protection Gloves,Heavy Duty Nitrile Chemical Protection Gloves,3M Safety & Industrial PPE Ltd,45,PAIR,161,USD,7245,85.5,619448,0.0619,CONSUMABLES,1020,FY25
PO-2024-450449,2024-08-15,2024-08-15,MAT-10101,High Density Polyethylene (HDPE) Polymers,High Density Polyethylene (HDPE) Polymers,Contoso Polymer Logistics Ltd,51,MT,1324,EUR,67524,92.4,6239218,0.6239,POLYMERS,2000,FY25
PO-2024-450450,2024-09-15,2024-09-15,MAT-10102,Polypropylene (PP) Injection Moulding Resin,Polypropylene (PP) Injection Moulding Resin,Basell Polyolefins Europe NV,53,MT,1244,EUR,65932,92.4,6092117,0.6092,POLYMERS,3000,FY25
